order_id,date,category,city,platform,payment_method,quantity,unit_price,revenue,order_status,delivery_days,rating
NG-10486,2023-10-27,Books,Lagos,Jumia,USSD,3,5500.0,0.0,Returned,3,
NG-10487,2023-04-23,Electronics,Benin City,WhatsApp Business,Cash on Delivery,2,171800.0,0.0,Cancelled,5,
NG-10488,2023-03-20,Sports,Ibadan,Jiji,Cash on Delivery,1,41800.0,0.0,Returned,2,
NG-10489,2023-01-21,Books,Lagos,Jumia,Transfer,3,5100.0,15300.0,Delivered,8,4.6
NG-10490,2023-08-05,Fashion,Kano,Instagram Shop,USSD,3,27300.0,81900.0,Delivered,5,2.9
NG-10491,2023-07-08,Food & Drink,Lagos,Instagram Shop,Cash on Delivery,1,6900.0,6900.0,Delivered,8,3.2
NG-10492,2023-01-10,Fashion,Lagos,Jiji,USSD,3,4800.0,14400.0,Delivered,9,2.8
NG-10493,2023-09-25,Food & Drink,Lagos,Konga,USSD,2,7300.0,0.0,Returned,1,
NG-10494,2023-08-29,Home & Living,Kano,Jiji,Cash on Delivery,2,12900.0,25800.0,Delivered,2,4.3
NG-10495,2023-05-06,Fashion,Abuja,Jiji,Card,4,40800.0,163200.0,Delivered,10,3.2
NG-10496,2023-12-13,Books,Benin City,Jumia,Pay on Delivery,1,11000.0,11000.0,Delivered,1,3.7
NG-10497,2023-05-11,Home & Living,Lagos,Instagram Shop,Card,3,12500.0,0.0,Cancelled,3,
NG-10498,2023-06-12,Books,Benin City,WhatsApp Business,Cash on Delivery,2,5800.0,11600.0,Delivered,8,3.3
NG-10499,2023-06-18,Home & Living,Lagos,Jiji,Card,2,33600.0,67200.0,Delivered,3,4.6
NG-10500,2023-02-15,Fashion,Ibadan,Jiji,Transfer,4,27300.0,109200.0,Delivered,8,4.1
NG-10501,2023-07-08,Home & Living,Port Harcourt,Konga,Transfer,2,53300.0,0.0,Returned,6,
NG-10502,2023-07-13,Beauty,Abuja,Instagram Shop,USSD,2,22300.0,44600.0,Delivered,7,2.7
NG-10503,2023-09-02,Home & Living,Ibadan,Jumia,Transfer,4,64900.0,259600.0,Delivered,4,5.0
NG-10504,2023-03-20,Sports,Lagos,Jiji,Pay on Delivery,2,6700.0,13400.0,Delivered,8,4.0
NG-10505,2023-07-25,Beauty,Abuja,Instagram Shop,Pay on Delivery,4,10500.0,42000.0,Delivered,9,4.5
NG-10506,2023-02-27,Electronics,Kano,Jumia,USSD,1,154200.0,154200.0,Delivered,9,4.9
NG-10507,2023-11-26,Fashion,Lagos,Konga,Card,4,10300.0,0.0,Returned,9,
NG-10508,2023-02-21,Food & Drink,Port Harcourt,Jiji,Cash on Delivery,3,1500.0,4500.0,Delivered,6,2.9
NG-10509,2023-04-21,Home & Living,Lagos,Konga,Card,1,77700.0,77700.0,Delivered,2,3.0
NG-10510,2023-11-16,Home & Living,Enugu,Instagram Shop,USSD,1,56500.0,56500.0,Delivered,8,3.6
NG-10511,2023-09-19,Books,Abuja,Jumia,Pay on Delivery,4,11900.0,0.0,Returned,7,
NG-10512,2023-02-22,Fashion,Port Harcourt,Konga,Cash on Delivery,2,10800.0,21600.0,Delivered,2,4.8
NG-10513,2023-05-27,Beauty,Lagos,Konga,Pay on Delivery,4,2500.0,0.0,Returned,7,
NG-10514,2023-03-31,Books,Lagos,WhatsApp Business,Transfer,1,3900.0,3900.0,Delivered,1,4.3
NG-10515,2023-01-16,Electronics,Abuja,Jumia,Card,2,237600.0,475200.0,Delivered,7,4.0
NG-10516,2023-06-21,Books,Lagos,WhatsApp Business,Card,1,2200.0,2200.0,Delivered,7,4.9
NG-10517,2023-06-06,Electronics,Enugu,Jiji,USSD,4,150800.0,603200.0,Delivered,1,3.8
NG-10518,2023-11-29,Electronics,Port Harcourt,WhatsApp Business,Transfer,1,297900.0,297900.0,Delivered,7,3.5
NG-10519,2023-05-21,Fashion,Kano,WhatsApp Business,USSD,1,28800.0,0.0,Returned,1,
NG-10520,2023-06-03,Home & Living,Lagos,Jumia,Transfer,3,39600.0,0.0,Returned,7,
NG-10521,2023-06-30,Fashion,Kano,WhatsApp Business,Cash on Delivery,1,30500.0,0.0,Cancelled,7,
NG-10522,2023-06-26,Electronics,Kano,Jiji,Card,4,241700.0,966800.0,Delivered,9,3.5
NG-10523,2023-08-15,Beauty,Lagos,Jiji,USSD,3,3700.0,11100.0,Delivered,2,2.7
NG-10524,2023-12-30,Sports,Abuja,Jumia,USSD,2,46600.0,93200.0,Delivered,5,4.7
NG-10525,2023-05-06,Home & Living,Port Harcourt,Instagram Shop,Cash on Delivery,4,46700.0,186800.0,Delivered,5,5.0
NG-10526,2023-05-17,Beauty,Port Harcourt,Jumia,Cash on Delivery,2,14400.0,28800.0,Delivered,2,4.2
NG-10527,2023-10-18,Food & Drink,Abuja,Jiji,Cash on Delivery,3,1000.0,3000.0,Delivered,2,3.3
NG-10528,2023-05-20,Food & Drink,Lagos,Jumia,Pay on Delivery,3,3100.0,0.0,Cancelled,4,
NG-10529,2023-01-14,Fashion,Lagos,Konga,Pay on Delivery,1,43300.0,43300.0,Delivered,9,2.6
NG-10530,2023-03-15,Beauty,Kano,WhatsApp Business,Transfer,1,9200.0,9200.0,Delivered,7,4.6
NG-10531,2023-03-26,Sports,Lagos,Konga,Transfer,2,55900.0,111800.0,Delivered,10,2.6
NG-10532,2023-12-07,Sports,Lagos,Jiji,Cash on Delivery,3,5800.0,0.0,Cancelled,2,
NG-10533,2023-04-17,Sports,Lagos,WhatsApp Business,Card,4,11000.0,44000.0,Delivered,8,4.3
NG-10534,2023-05-02,Books,Lagos,WhatsApp Business,Card,4,5700.0,22800.0,Delivered,2,3.9
NG-10535,2023-09-04,Electronics,Kano,Instagram Shop,Transfer,1,240000.0,240000.0,Delivered,5,4.8
NG-10536,2023-01-25,Beauty,Benin City,Jiji,Transfer,2,11300.0,22600.0,Delivered,7,2.8
NG-10537,2023-03-14,Food & Drink,Port Harcourt,Instagram Shop,Card,2,2600.0,5200.0,Delivered,10,4.8
NG-10538,2023-10-15,Beauty,Enugu,Konga,Cash on Delivery,1,24300.0,0.0,Returned,1,
NG-10539,2023-07-09,Electronics,Abuja,WhatsApp Business,Cash on Delivery,4,189600.0,0.0,Cancelled,2,
NG-10540,2023-02-26,Home & Living,Abuja,Jumia,Transfer,3,19700.0,59100.0,Delivered,6,4.6
NG-10541,2023-07-27,Electronics,Abuja,Konga,Cash on Delivery,3,147200.0,441600.0,Delivered,8,4.5
NG-10542,2023-10-19,Fashion,Abuja,WhatsApp Business,Cash on Delivery,4,18800.0,0.0,Cancelled,8,
NG-10543,2023-08-28,Beauty,Lagos,Instagram Shop,Card,2,3300.0,6600.0,Delivered,8,2.9
NG-10544,2023-10-02,Books,Port Harcourt,Jumia,Pay on Delivery,2,4700.0,9400.0,Delivered,4,2.9
NG-10545,2023-09-20,Electronics,Kaduna,Konga,Pay on Delivery,3,85400.0,0.0,Returned,8,
NG-10546,2023-06-25,Fashion,Kaduna,Instagram Shop,Transfer,3,19300.0,0.0,Cancelled,4,
NG-10547,2023-06-02,Home & Living,Lagos,WhatsApp Business,Pay on Delivery,1,12900.0,12900.0,Delivered,5,3.7
NG-10548,2023-03-04,Beauty,Kaduna,Instagram Shop,Cash on Delivery,1,23900.0,0.0,Cancelled,3,
NG-10549,2023-08-15,Food & Drink,Abuja,WhatsApp Business,Cash on Delivery,2,2100.0,0.0,Cancelled,8,
NG-10550,2023-12-18,Beauty,Abuja,WhatsApp Business,Card,3,11500.0,34500.0,Delivered,6,2.6
NG-10551,2023-03-23,Sports,Port Harcourt,Konga,Transfer,2,53100.0,0.0,Returned,5,
NG-10552,2023-08-19,Electronics,Abuja,Jiji,Transfer,1,416000.0,416000.0,Delivered,7,2.8
NG-10553,2023-04-04,Electronics,Abuja,WhatsApp Business,Transfer,1,130400.0,0.0,Returned,2,
NG-10554,2023-01-10,Electronics,Kano,Instagram Shop,Pay on Delivery,1,393400.0,393400.0,Delivered,9,2.7
NG-10555,2023-12-25,Sports,Lagos,Jiji,Card,4,46000.0,0.0,Cancelled,9,
NG-10556,2023-09-15,Home & Living,Abuja,WhatsApp Business,Transfer,2,45800.0,0.0,Returned,9,
NG-10557,2023-11-05,Home & Living,Abuja,Instagram Shop,Pay on Delivery,1,47000.0,47000.0,Delivered,6,4.5
NG-10558,2023-02-25,Electronics,Abuja,Jiji,USSD,3,405400.0,0.0,Returned,7,
NG-10559,2023-03-15,Books,Lagos,Jumia,Pay on Delivery,1,4500.0,0.0,Returned,7,
NG-10560,2023-05-31,Fashion,Lagos,Konga,Cash on Delivery,3,17200.0,51600.0,Delivered,9,4.4
NG-10561,2023-01-16,Food & Drink,Lagos,Konga,Cash on Delivery,4,6800.0,0.0,Cancelled,10,
NG-10562,2023-01-06,Sports,Abuja,Konga,USSD,3,16500.0,49500.0,Delivered,3,4.5
NG-10563,2023-03-25,Home & Living,Lagos,Konga,USSD,4,35100.0,140400.0,Delivered,10,4.1
NG-10564,2023-06-26,Home & Living,Lagos,Instagram Shop,Card,2,70700.0,141400.0,Delivered,10,4.8
NG-10565,2023-04-22,Electronics,Kaduna,Instagram Shop,Transfer,4,72400.0,0.0,Returned,7,
NG-10566,2023-09-20,Beauty,Abuja,WhatsApp Business,Pay on Delivery,1,21000.0,0.0,Cancelled,1,
NG-10567,2023-04-11,Fashion,Abuja,WhatsApp Business,Pay on Delivery,1,41700.0,0.0,Returned,9,
NG-10568,2023-04-14,Electronics,Kaduna,Jumia,Transfer,4,379100.0,1516400.0,Delivered,2,4.5
NG-10569,2023-08-19,Food & Drink,Kaduna,Jumia,Card,3,500.0,1500.0,Delivered,9,4.9
NG-10570,2023-11-18,Books,Lagos,Instagram Shop,Transfer,1,3600.0,0.0,Cancelled,5,
NG-10571,2023-05-08,Electronics,Kano,Jumia,Pay on Delivery,4,37400.0,149600.0,Delivered,7,2.7
NG-10572,2023-11-22,Beauty,Lagos,Jiji,Pay on Delivery,4,16800.0,67200.0,Delivered,5,3.5
NG-10573,2023-06-02,Fashion,Kano,Jumia,Cash on Delivery,2,32900.0,0.0,Cancelled,5,
NG-10574,2023-08-09,Sports,Port Harcourt,Konga,Transfer,3,12300.0,36900.0,Delivered,3,2.8
NG-10575,2023-05-18,Fashion,Enugu,Jumia,Pay on Delivery,3,43000.0,129000.0,Delivered,4,3.0
NG-10576,2023-06-10,Fashion,Lagos,Jiji,Card,3,22400.0,67200.0,Delivered,1,3.7
NG-10577,2023-10-12,Home & Living,Port Harcourt,WhatsApp Business,Pay on Delivery,4,38800.0,0.0,Returned,9,
NG-10578,2023-11-21,Beauty,Ibadan,Jiji,Card,2,3600.0,0.0,Cancelled,10,
NG-10579,2023-10-22,Fashion,Lagos,WhatsApp Business,Card,4,31200.0,124800.0,Delivered,6,4.6
NG-10580,2023-03-21,Food & Drink,Lagos,Instagram Shop,Transfer,4,1800.0,0.0,Cancelled,9,
NG-10581,2023-04-27,Fashion,Abuja,Jiji,Cash on Delivery,3,43100.0,0.0,Returned,9,
NG-10582,2023-02-27,Books,Lagos,Instagram Shop,Cash on Delivery,4,9900.0,0.0,Cancelled,6,
NG-10583,2023-05-27,Fashion,Kano,Jumia,Transfer,4,27200.0,108800.0,Delivered,3,3.7
NG-10584,2023-12-28,Home & Living,Lagos,Instagram Shop,Card,2,73200.0,146400.0,Delivered,7,3.2
NG-10585,2023-09-18,Beauty,Abuja,Instagram Shop,Transfer,3,4400.0,13200.0,Delivered,10,3.3
NG-10586,2023-01-09,Food & Drink,Enugu,WhatsApp Business,Cash on Delivery,3,1700.0,0.0,Returned,1,
NG-10587,2023-01-07,Beauty,Lagos,Konga,Pay on Delivery,4,14400.0,57600.0,Delivered,5,3.7
NG-10588,2023-10-07,Books,Abuja,Jiji,Transfer,4,6200.0,24800.0,Delivered,8,2.8
NG-10589,2023-03-18,Home & Living,Abuja,Konga,Card,1,10500.0,0.0,Cancelled,6,
NG-10590,2023-07-07,Beauty,Abuja,Jiji,Transfer,3,9100.0,0.0,Cancelled,3,
NG-10591,2023-01-03,Books,Ibadan,WhatsApp Business,Cash on Delivery,2,2800.0,5600.0,Delivered,8,3.4
NG-10592,2023-07-27,Books,Lagos,WhatsApp Business,Transfer,3,1800.0,5400.0,Delivered,9,3.4
NG-10593,2023-12-22,Electronics,Lagos,Instagram Shop,Card,2,265000.0,530000.0,Delivered,7,3.3
NG-10594,2023-01-27,Food & Drink,Kaduna,WhatsApp Business,Card,2,7500.0,15000.0,Delivered,8,3.0
NG-10595,2023-07-16,Books,Lagos,Instagram Shop,Pay on Delivery,2,2000.0,4000.0,Delivered,5,4.6
NG-10596,2023-12-18,Food & Drink,Enugu,Jiji,Card,1,4900.0,0.0,Returned,9,
NG-10597,2023-08-08,Home & Living,Abuja,Jumia,USSD,4,65000.0,260000.0,Delivered,3,3.2
NG-10598,2023-02-19,Food & Drink,Kaduna,Instagram Shop,Card,1,7000.0,7000.0,Delivered,8,4.3
NG-10599,2023-11-09,Books,Abuja,Jiji,Transfer,3,11600.0,0.0,Cancelled,9,
NG-10600,2023-01-21,Electronics,Lagos,Jumia,Transfer,4,495000.0,0.0,Returned,10,
NG-10601,2023-12-07,Food & Drink,Enugu,WhatsApp Business,Transfer,1,6900.0,0.0,Returned,10,
NG-10602,2023-03-10,Beauty,Ibadan,Jiji,Cash on Delivery,2,7100.0,14200.0,Delivered,5,2.6
NG-10603,2023-10-10,Books,Ibadan,Jumia,Card,3,8800.0,26400.0,Delivered,6,4.7
NG-10604,2023-08-29,Food & Drink,Kano,Konga,Transfer,2,6000.0,0.0,Cancelled,6,
NG-10605,2023-08-08,Fashion,Lagos,WhatsApp Business,USSD,3,35800.0,0.0,Returned,2,
NG-10606,2023-08-14,Beauty,Lagos,Jumia,Card,1,14300.0,0.0,Cancelled,3,
NG-10607,2023-03-31,Beauty,Port Harcourt,Jumia,Cash on Delivery,4,9400.0,0.0,Returned,8,
NG-10608,2023-10-29,Electronics,Port Harcourt,Konga,Card,3,381300.0,0.0,Cancelled,4,
NG-10609,2023-02-15,Food & Drink,Lagos,Instagram Shop,Pay on Delivery,3,3400.0,0.0,Returned,8,
NG-10610,2023-11-17,Electronics,Port Harcourt,Jumia,USSD,2,217300.0,0.0,Cancelled,8,
NG-10611,2023-07-03,Beauty,Enugu,Konga,Pay on Delivery,3,22200.0,0.0,Returned,10,
NG-10612,2023-04-04,Food & Drink,Abuja,Instagram Shop,Card,3,800.0,2400.0,Delivered,5,3.5
NG-10613,2023-01-31,Books,Lagos,WhatsApp Business,Card,4,7300.0,29200.0,Delivered,5,3.7
NG-10614,2023-04-01,Home & Living,Lagos,WhatsApp Business,Transfer,3,70800.0,212400.0,Delivered,6,3.7
NG-10615,2023-06-18,Electronics,Abuja,Jumia,USSD,3,461600.0,1384800.0,Delivered,6,2.9
NG-10616,2023-06-06,Beauty,Ibadan,Jiji,Pay on Delivery,2,8400.0,16800.0,Delivered,9,3.9
NG-10617,2023-04-17,Fashion,Lagos,Instagram Shop,Transfer,4,6400.0,0.0,Returned,4,
NG-10618,2023-10-01,Books,Kano,Jumia,Card,2,10700.0,21400.0,Delivered,6,4.9
NG-10619,2023-09-23,Beauty,Port Harcourt,Jiji,Pay on Delivery,1,3900.0,3900.0,Delivered,10,4.8
NG-10620,2023-05-28,Home & Living,Lagos,Jiji,Transfer,4,15800.0,0.0,Returned,5,
NG-10621,2023-09-27,Fashion,Lagos,WhatsApp Business,Card,2,12900.0,0.0,Cancelled,2,
NG-10622,2023-09-29,Fashion,Lagos,Konga,USSD,2,38700.0,77400.0,Delivered,10,4.3
NG-10623,2023-09-22,Home & Living,Abuja,Konga,Card,4,64400.0,257600.0,Delivered,6,5.0
NG-10624,2023-12-07,Beauty,Kano,WhatsApp Business,USSD,3,19900.0,59700.0,Delivered,3,4.5
NG-10625,2023-07-20,Beauty,Kano,Jiji,Card,4,24800.0,99200.0,Delivered,4,4.5
NG-10626,2023-02-02,Sports,Abuja,WhatsApp Business,Pay on Delivery,4,8400.0,33600.0,Delivered,3,2.5
NG-10627,2023-12-30,Sports,Lagos,Konga,USSD,4,36500.0,0.0,Cancelled,5,
NG-10628,2023-07-01,Sports,Lagos,Konga,Card,4,14300.0,57200.0,Delivered,3,3.9
NG-10629,2023-05-28,Fashion,Kano,Jumia,Card,4,38800.0,155200.0,Delivered,7,3.5
NG-10630,2023-07-24,Books,Lagos,Jumia,Cash on Delivery,4,6700.0,0.0,Returned,6,
NG-10631,2023-08-14,Fashion,Abuja,Jumia,USSD,1,8500.0,0.0,Returned,8,
NG-10632,2023-03-03,Beauty,Abuja,WhatsApp Business,USSD,3,10100.0,0.0,Cancelled,2,
NG-10633,2023-12-25,Books,Kano,Jiji,USSD,4,8900.0,35600.0,Delivered,3,3.2
NG-10634,2023-09-24,Home & Living,Kaduna,Konga,Pay on Delivery,3,40200.0,0.0,Cancelled,6,
NG-10635,2023-07-28,Fashion,Abuja,Konga,USSD,4,13600.0,0.0,Returned,5,
NG-10636,2023-02-07,Food & Drink,Abuja,Jiji,Cash on Delivery,4,7200.0,0.0,Returned,10,
NG-10637,2023-10-09,Sports,Abuja,WhatsApp Business,Card,1,14200.0,0.0,Cancelled,1,
NG-10638,2023-03-28,Home & Living,Lagos,Instagram Shop,Pay on Delivery,1,64200.0,0.0,Cancelled,7,
NG-10639,2023-04-26,Books,Enugu,Jiji,Card,1,11400.0,11400.0,Delivered,6,4.0
NG-10640,2023-06-27,Electronics,Abuja,Instagram Shop,Pay on Delivery,3,96100.0,0.0,Cancelled,3,
NG-10641,2023-03-30,Food & Drink,Lagos,WhatsApp Business,Transfer,2,4300.0,8600.0,Delivered,10,3.1
NG-10642,2023-12-11,Electronics,Lagos,Jiji,Transfer,2,342200.0,684400.0,Delivered,3,4.0
NG-10643,2023-08-04,Books,Kano,Jumia,Transfer,1,5100.0,5100.0,Delivered,7,3.9
NG-10644,2023-09-14,Home & Living,Lagos,Jiji,Transfer,2,33900.0,67800.0,Delivered,4,3.5
NG-10645,2023-08-08,Home & Living,Benin City,Jiji,Transfer,1,51700.0,0.0,Returned,8,
NG-10646,2023-12-09,Books,Lagos,Jumia,Card,3,11300.0,0.0,Cancelled,10,
NG-10647,2023-09-08,Sports,Lagos,WhatsApp Business,USSD,4,12600.0,0.0,Returned,7,
NG-10648,2023-02-25,Fashion,Port Harcourt,WhatsApp Business,Card,3,43500.0,130500.0,Delivered,3,2.8
NG-10649,2023-07-07,Beauty,Lagos,WhatsApp Business,Pay on Delivery,2,23400.0,0.0,Cancelled,10,
NG-10650,2023-12-20,Home & Living,Enugu,Jumia,Card,3,15400.0,0.0,Returned,6,
NG-10651,2023-05-09,Beauty,Abuja,Jiji,Cash on Delivery,1,23800.0,23800.0,Delivered,6,3.4
NG-10652,2023-08-14,Beauty,Lagos,WhatsApp Business,Transfer,1,2100.0,2100.0,Delivered,2,4.1
NG-10653,2023-11-12,Beauty,Kano,Konga,USSD,3,4200.0,12600.0,Delivered,3,4.2
NG-10654,2023-12-14,Food & Drink,Enugu,Instagram Shop,Card,1,3900.0,0.0,Returned,8,
NG-10655,2023-04-08,Beauty,Enugu,Jiji,Cash on Delivery,2,10600.0,0.0,Returned,6,
NG-10656,2023-12-30,Electronics,Abuja,Konga,Transfer,4,414900.0,0.0,Returned,6,
NG-10657,2023-08-20,Electronics,Abuja,Konga,Cash on Delivery,2,229500.0,459000.0,Delivered,8,3.4
NG-10658,2023-10-14,Fashion,Lagos,Jumia,USSD,3,20300.0,60900.0,Delivered,9,3.8
NG-10659,2023-12-31,Food & Drink,Benin City,Konga,Cash on Delivery,4,3300.0,0.0,Returned,10,
NG-10660,2023-11-30,Home & Living,Kano,Jiji,Pay on Delivery,3,34200.0,0.0,Cancelled,10,
NG-10661,2023-07-13,Books,Kaduna,Jiji,Cash on Delivery,1,6100.0,6100.0,Delivered,6,3.3
NG-10662,2023-03-23,Sports,Kano,Instagram Shop,Cash on Delivery,2,56000.0,0.0,Returned,6,
NG-10663,2023-07-19,Home & Living,Ibadan,Konga,USSD,1,69900.0,0.0,Cancelled,9,
NG-10664,2023-09-27,Books,Kaduna,Jumia,Cash on Delivery,2,9800.0,0.0,Returned,6,
NG-10665,2023-10-20,Fashion,Lagos,Konga,Card,2,37500.0,0.0,Cancelled,8,
NG-10666,2023-06-21,Sports,Lagos,Konga,Card,3,49900.0,0.0,Returned,1,
NG-10667,2023-11-10,Home & Living,Lagos,Jumia,Pay on Delivery,2,41100.0,82200.0,Delivered,6,5.0
NG-10668,2023-05-03,Electronics,Kano,Jiji,Card,2,201900.0,0.0,Cancelled,9,
NG-10669,2023-06-27,Food & Drink,Lagos,Jumia,USSD,2,4100.0,8200.0,Delivered,1,4.7
NG-10670,2023-02-02,Fashion,Lagos,Konga,Card,4,15500.0,62000.0,Delivered,4,4.6
NG-10671,2023-04-27,Beauty,Lagos,Instagram Shop,Cash on Delivery,4,17700.0,0.0,Returned,8,
NG-10672,2023-07-19,Beauty,Lagos,Jiji,Transfer,2,9100.0,18200.0,Delivered,4,3.2
NG-10673,2023-08-02,Fashion,Abuja,WhatsApp Business,USSD,4,7300.0,29200.0,Delivered,6,4.5
NG-10674,2023-04-19,Sports,Enugu,Jiji,USSD,1,19700.0,19700.0,Delivered,10,2.9
NG-10675,2023-11-18,Beauty,Kano,Jumia,Transfer,1,14300.0,0.0,Cancelled,8,
NG-10676,2023-06-16,Home & Living,Lagos,Instagram Shop,Card,3,25600.0,0.0,Returned,3,
NG-10677,2023-02-02,Electronics,Abuja,Instagram Shop,Transfer,1,99400.0,99400.0,Delivered,8,3.2
NG-10678,2023-11-19,Food & Drink,Abuja,WhatsApp Business,Card,1,6100.0,6100.0,Delivered,9,2.5
NG-10679,2023-11-15,Home & Living,Enugu,Jumia,USSD,2,79700.0,159400.0,Delivered,9,4.5
NG-10680,2023-02-15,Food & Drink,Abuja,WhatsApp Business,Cash on Delivery,3,6400.0,19200.0,Delivered,7,3.2
NG-10681,2023-11-23,Fashion,Lagos,Jiji,Cash on Delivery,1,41000.0,41000.0,Delivered,10,3.8
NG-10682,2023-02-18,Sports,Abuja,Jiji,Card,1,35200.0,35200.0,Delivered,4,4.8
NG-10683,2023-04-18,Sports,Kano,WhatsApp Business,USSD,2,58100.0,0.0,Returned,10,
NG-10684,2023-01-17,Fashion,Abuja,Instagram Shop,Transfer,1,16400.0,16400.0,Delivered,7,4.2
NG-10685,2023-06-13,Food & Drink,Lagos,Jumia,Pay on Delivery,4,6200.0,24800.0,Delivered,10,3.2
NG-10686,2023-05-05,Beauty,Lagos,Jumia,Transfer,1,13200.0,13200.0,Delivered,2,3.9
NG-10687,2023-04-15,Food & Drink,Lagos,Konga,Cash on Delivery,1,3000.0,0.0,Returned,6,
NG-10688,2023-11-12,Books,Abuja,WhatsApp Business,USSD,3,6200.0,0.0,Cancelled,10,
NG-10689,2023-03-15,Home & Living,Enugu,Konga,Card,1,22200.0,22200.0,Delivered,2,2.7
NG-10690,2023-03-21,Books,Ibadan,Konga,USSD,3,11000.0,0.0,Cancelled,9,
NG-10691,2023-06-21,Food & Drink,Abuja,WhatsApp Business,Card,1,3700.0,0.0,Cancelled,8,
NG-10692,2023-10-01,Beauty,Lagos,Instagram Shop,Card,1,8700.0,8700.0,Delivered,4,2.8
NG-10693,2023-04-27,Fashion,Lagos,Konga,Card,1,9000.0,9000.0,Delivered,10,4.4
NG-10694,2023-08-21,Beauty,Kano,Jiji,Transfer,4,19000.0,0.0,Cancelled,4,
NG-10695,2023-08-06,Sports,Lagos,Jumia,Cash on Delivery,3,33000.0,99000.0,Delivered,7,4.7
NG-10696,2023-12-28,Sports,Lagos,Jiji,Cash on Delivery,3,44400.0,0.0,Cancelled,1,
NG-10697,2023-04-13,Sports,Ibadan,Jumia,Cash on Delivery,4,43400.0,173600.0,Delivered,4,3.6
NG-10698,2023-05-30,Home & Living,Lagos,Konga,Card,1,47200.0,47200.0,Delivered,4,2.5
NG-10699,2023-11-12,Beauty,Lagos,WhatsApp Business,USSD,4,23400.0,93600.0,Delivered,10,3.5
NG-10700,2023-11-18,Home & Living,Abuja,Jiji,Transfer,4,67800.0,271200.0,Delivered,9,4.7
NG-10701,2023-07-17,Food & Drink,Lagos,Instagram Shop,Transfer,3,600.0,1800.0,Delivered,8,2.8
NG-10702,2023-12-25,Beauty,Port Harcourt,Jiji,Pay on Delivery,4,4000.0,16000.0,Delivered,2,2.7
NG-10703,2023-08-22,Food & Drink,Kaduna,Konga,Card,3,5300.0,15900.0,Delivered,1,3.6
NG-10704,2023-05-08,Sports,Lagos,Instagram Shop,Cash on Delivery,4,24400.0,97600.0,Delivered,5,3.3
NG-10705,2023-11-16,Electronics,Abuja,Jumia,Transfer,2,313300.0,0.0,Cancelled,5,
NG-10706,2023-05-25,Electronics,Kano,Instagram Shop,USSD,3,241100.0,0.0,Cancelled,5,
NG-10707,2023-06-16,Books,Ibadan,Jumia,Transfer,3,11800.0,0.0,Returned,4,
NG-10708,2023-10-21,Electronics,Lagos,Jumia,Pay on Delivery,1,56000.0,0.0,Returned,3,
NG-10709,2023-11-06,Food & Drink,Abuja,Jiji,Transfer,4,5800.0,23200.0,Delivered,10,4.6
NG-10710,2023-07-08,Food & Drink,Abuja,Instagram Shop,USSD,4,3700.0,0.0,Returned,8,
NG-10711,2023-01-30,Books,Abuja,WhatsApp Business,Pay on Delivery,4,3000.0,12000.0,Delivered,8,4.7
NG-10712,2023-05-04,Beauty,Abuja,Jiji,Card,2,4900.0,9800.0,Delivered,10,2.6
NG-10713,2023-10-07,Beauty,Abuja,Konga,Pay on Delivery,2,18300.0,36600.0,Delivered,2,3.6
NG-10714,2023-05-28,Fashion,Lagos,Konga,Pay on Delivery,1,12300.0,12300.0,Delivered,1,3.9
NG-10715,2023-04-02,Beauty,Lagos,Instagram Shop,USSD,3,12000.0,36000.0,Delivered,2,4.9
NG-10716,2023-03-15,Home & Living,Ibadan,WhatsApp Business,USSD,2,11500.0,23000.0,Delivered,8,4.8
NG-10717,2023-02-22,Sports,Lagos,Jumia,USSD,3,58000.0,174000.0,Delivered,2,2.9
NG-10718,2023-04-11,Electronics,Benin City,Konga,Pay on Delivery,4,371200.0,0.0,Cancelled,10,
NG-10719,2023-11-23,Food & Drink,Abuja,Instagram Shop,Cash on Delivery,4,2500.0,10000.0,Delivered,9,2.6
NG-10720,2023-05-11,Books,Lagos,Jiji,Transfer,3,8100.0,24300.0,Delivered,4,3.1
NG-10721,2023-11-18,Beauty,Lagos,Konga,Pay on Delivery,4,17400.0,69600.0,Delivered,6,3.3
NG-10722,2023-07-20,Sports,Port Harcourt,Instagram Shop,Card,2,21900.0,0.0,Cancelled,2,
NG-10723,2023-11-18,Beauty,Kano,Jiji,USSD,4,8600.0,0.0,Cancelled,1,
NG-10724,2023-08-17,Home & Living,Kaduna,WhatsApp Business,Card,4,47700.0,190800.0,Delivered,5,2.8
NG-10725,2023-01-06,Sports,Benin City,WhatsApp Business,Pay on Delivery,1,36700.0,36700.0,Delivered,3,3.8
NG-10726,2023-02-16,Electronics,Benin City,Jumia,Cash on Delivery,2,490400.0,0.0,Returned,1,
NG-10727,2023-01-01,Electronics,Kano,Jumia,Cash on Delivery,2,143200.0,286400.0,Delivered,2,4.8
NG-10728,2023-07-13,Home & Living,Lagos,Jiji,USSD,4,25600.0,0.0,Returned,8,
NG-10729,2023-09-27,Fashion,Abuja,Instagram Shop,Pay on Delivery,4,18600.0,74400.0,Delivered,5,4.7
NG-10730,2023-01-04,Food & Drink,Port Harcourt,Instagram Shop,Transfer,1,5200.0,5200.0,Delivered,3,2.9
NG-10731,2023-09-09,Books,Enugu,Konga,Card,4,4300.0,0.0,Returned,6,
